activity_id,account_id,activity_date,activity_type,performed_by,source_system,outcome_code,next_follow_up_date,minutes_spent,duplicate_check_flag
ACT-02305,ACC-10773,16/01/2026,manual_plan_note,agent_17,spreadsheet,sent_to_specialist,2026-01-21,8,N
ACT-02306,ACC-10773,21/01/2026,email_sent,agent_48,spreadsheet,left_message,2026-01-28,4,N
ACT-02307,ACC-10773,02/01/2026,call_attempt,agent_33,spreadsheet,awaiting_review,2026-01-04,8,N
ACT-02308,ACC-10774,2026-01-09,escalation,agent_09,email,sent_to_specialist,2026-01-15,11,N
ACT-02309,ACC-10774,12/01/2026,email_sent,agent_08,spreadsheet,sent_to_specialist,2026-01-15,5,N
ACT-02310,ACC-10774,26/01/2026,email_sent,agent_03,legacy_db,sent_to_specialist,2026-01-28,5,N
ACT-02311,ACC-10775,2026-01-17,call_attempt,agent_37,phone,updated_row,2026-01-17,12,N
ACT-02312,ACC-10776,2026-01-29,sms_reminder,agent_31,email,next_action_unclear,2026-02-04,2,N
ACT-02313,ACC-10776,2026-01-29,manual_plan_note,agent_29,spreadsheet,left_message,2026-02-05,8,N
ACT-02314,ACC-10776,2026-01-23,status_check,agent_10,spreadsheet,promise_to_pay,2026-01-27,5,N
ACT-02315,ACC-10777,2026-02-14,status_check,agent_41,legacy_db,left_message,2026-02-21,6,N
ACT-02316,ACC-10777,2026-02-24,escalation,agent_24,email,next_action_unclear,2026-03-01,8,N
ACT-02317,ACC-10778,2026-02-21,manual_plan_note,agent_20,phone,no_reply,2026-02-27,8,N
ACT-02318,ACC-10778,2026-02-22,call_attempt,agent_34,email,sent_to_specialist,2026-03-01,9,N
ACT-02319,ACC-10778,2026-02-13,call_attempt,agent_23,email,no_reply,2026-02-18,8,N
ACT-02320,ACC-10778,24/02/2026,sms_reminder,agent_50,phone,viewed_status,2026-03-03,3,N
ACT-02321,ACC-10779,2026-02-10,email_sent,agent_10,spreadsheet,sent_to_specialist,,4,N
ACT-02322,ACC-10779,2026-02-25,email_sent,agent_53,legacy_db,sent_to_specialist,2026-03-01,5,N
ACT-02323,ACC-10779,2026-02-28,manual_plan_note,agent_34,spreadsheet,sent_to_specialist,2026-03-06,5,N
ACT-02324,ACC-10780,25/01/2026,call_attempt,agent_07,legacy_db,next_action_unclear,2026-01-31,11,N
ACT-02325,ACC-10780,2026-02-08,spreadsheet_reconcile,agent_08,phone,viewed_status,2026-02-10,7,Y
ACT-02326,ACC-10781,2026-01-19,sms_reminder,agent_24,spreadsheet,next_action_unclear,2026-01-19,2,N
ACT-02327,ACC-10782,2026-02-10,call_attempt,agent_52,spreadsheet,next_action_unclear,2026-02-11,11,N
ACT-02328,ACC-10782,2026-01-26,sms_reminder,agent_02,legacy_db,next_action_unclear,2026-01-31,3,N
ACT-02329,ACC-10783,2026-01-14,call_attempt,agent_07,spreadsheet,awaiting_review,2026-01-14,13,N
ACT-02330,ACC-10783,02/01/2026,call_attempt,agent_15,spreadsheet,updated_row,2026-01-03,14,N
ACT-02331,ACC-10783,2026-01-08,escalation,agent_25,legacy_db,no_reply,2026-01-08,10,N
ACT-02332,ACC-10783,2026-01-16,spreadsheet_reconcile,agent_10,email,promise_to_pay,2026-01-16,10,Y
ACT-02333,ACC-10783,2026-01-07,sms_reminder,agent_10,spreadsheet,awaiting_review,2026-01-10,3,N
ACT-02334,ACC-10784,17/01/2026,escalation,agent_02,email,viewed_status,2026-01-24,9,N
ACT-02335,ACC-10785,07/02/2026,spreadsheet_reconcile,agent_13,phone,next_action_unclear,2026-02-09,8,N
ACT-02336,ACC-10785,2026-01-19,email_sent,agent_15,email,sent_to_specialist,2026-01-19,7,N
ACT-02337,ACC-10785,2026-01-23,manual_plan_note,agent_10,legacy_db,viewed_status,2026-01-30,5,N
ACT-02338,ACC-10786,2026-01-21,sms_reminder,agent_45,phone,left_message,2026-01-23,4,N
ACT-02339,ACC-10786,2026-02-05,email_sent,agent_30,legacy_db,next_action_unclear,2026-02-08,7,N
ACT-02340,ACC-10787,2026-02-24,escalation,agent_05,spreadsheet,awaiting_review,2026-02-28,10,N
ACT-02341,ACC-10787,2026-02-15,status_check,agent_06,legacy_db,updated_row,2026-02-20,4,Y
ACT-02342,ACC-10787,2026-02-14,call_attempt,agent_56,legacy_db,sent_to_specialist,2026-02-14,14,N
ACT-02343,ACC-10788,2026-02-05,manual_plan_note,agent_43,phone,updated_row,2026-02-08,8,N
ACT-02344,ACC-10788,2026-01-26,status_check,agent_01,legacy_db,updated_row,2026-02-01,5,Y
ACT-02345,ACC-10788,20/01/2026,email_sent,agent_30,phone,sent_to_specialist,2026-01-21,5,N
ACT-02346,ACC-10789,2026-01-23,status_check,agent_53,spreadsheet,sent_to_specialist,2026-01-25,5,Y
ACT-02347,ACC-10789,2026-01-17,email_sent,agent_45,legacy_db,sent_to_specialist,2026-01-24,5,N
ACT-02348,ACC-10789,2026-01-20,manual_plan_note,agent_22,legacy_db,promise_to_pay,,10,N
ACT-02349,ACC-10789,2026-01-13,call_attempt,agent_40,spreadsheet,awaiting_review,2026-01-13,10,N
ACT-02350,ACC-10789,2026-01-19,sms_reminder,agent_43,phone,updated_row,2026-01-20,3,N
ACT-02351,ACC-10790,12/02/2026,sms_reminder,agent_05,phone,next_action_unclear,2026-02-18,4,N
ACT-02352,ACC-10790,09/02/2026,spreadsheet_reconcile,agent_07,phone,no_reply,2026-02-11,10,N
ACT-02353,ACC-10791,2026-01-22,spreadsheet_reconcile,agent_02,legacy_db,sent_to_specialist,2026-01-26,10,N
ACT-02354,ACC-10791,22/01/2026,escalation,agent_15,email,sent_to_specialist,2026-01-29,6,N
ACT-02355,ACC-10791,2026-02-07,call_attempt,agent_06,spreadsheet,updated_row,2026-02-09,9,N
ACT-02356,ACC-10791,2026-01-18,status_check,agent_39,legacy_db,left_message,2026-01-24,6,N
ACT-02357,ACC-10792,2026-02-01,status_check,agent_21,email,awaiting_review,2026-02-07,3,Y
ACT-02358,ACC-10792,2026-01-17,escalation,agent_53,legacy_db,viewed_status,2026-01-17,11,N
ACT-02359,ACC-10792,2026-01-13,status_check,agent_16,spreadsheet,updated_row,2026-01-13,6,Y
ACT-02360,ACC-10792,22/01/2026,sms_reminder,agent_36,phone,sent_to_specialist,2026-01-23,2,N
ACT-02361,ACC-10793,2026-02-13,status_check,agent_47,email,promise_to_pay,2026-02-18,4,N
ACT-02362,ACC-10794,2026-01-08,status_check,agent_34,phone,left_message,2026-01-15,5,Y
ACT-02363,ACC-10794,2026-01-25,escalation,agent_58,email,promise_to_pay,2026-01-27,9,N
ACT-02364,ACC-10794,2026-01-08,manual_plan_note,agent_27,legacy_db,updated_row,2026-01-10,10,N
ACT-02365,ACC-10794,2026-01-14,status_check,agent_06,email,left_message,2026-01-14,3,Y
ACT-02366,ACC-10795,2026-01-20,email_sent,agent_55,spreadsheet,updated_row,2026-01-20,4,N
ACT-02367,ACC-10795,2026-01-28,sms_reminder,agent_17,email,promise_to_pay,2026-01-30,4,N
ACT-02368,ACC-10796,2026-02-11,email_sent,agent_29,email,left_message,,7,N
ACT-02369,ACC-10796,2026-02-24,spreadsheet_reconcile,agent_40,legacy_db,sent_to_specialist,2026-02-25,9,Y
ACT-02370,ACC-10796,22/02/2026,manual_plan_note,agent_35,email,viewed_status,2026-02-27,10,N
ACT-02371,ACC-10797,13/01/2026,spreadsheet_reconcile,agent_31,phone,viewed_status,,11,N
ACT-02372,ACC-10797,12/01/2026,sms_reminder,agent_33,email,awaiting_review,,4,N
ACT-02373,ACC-10798,2026-02-19,spreadsheet_reconcile,agent_40,email,viewed_status,2026-02-19,12,N
ACT-02374,ACC-10798,10/02/2026,sms_reminder,agent_24,phone,viewed_status,2026-02-12,4,N
ACT-02375,ACC-10799,28/02/2026,status_check,agent_25,phone,next_action_unclear,2026-02-28,5,Y
ACT-02376,ACC-10800,2026-01-22,status_check,agent_55,legacy_db,no_reply,2026-01-27,3,Y
ACT-02377,ACC-10800,2026-01-30,spreadsheet_reconcile,agent_30,legacy_db,sent_to_specialist,2026-02-02,10,N
ACT-02378,ACC-10800,2026-01-14,spreadsheet_reconcile,agent_08,spreadsheet,left_message,,10,Y
ACT-02379,ACC-10800,2026-01-30,escalation,agent_02,email,viewed_status,2026-02-05,8,N
ACT-02380,ACC-10800,22/01/2026,email_sent,agent_10,legacy_db,next_action_unclear,2026-01-27,6,N
ACT-02381,ACC-10801,2026-03-02,spreadsheet_reconcile,agent_48,phone,updated_row,,10,N
ACT-02382,ACC-10801,2026-02-16,status_check,agent_27,legacy_db,left_message,2026-02-16,3,Y
ACT-02383,ACC-10801,01/03/2026,sms_reminder,agent_32,phone,left_message,2026-03-08,4,N
ACT-02384,ACC-10801,2026-02-28,status_check,agent_15,spreadsheet,awaiting_review,2026-02-28,6,N
ACT-02385,ACC-10801,2026-03-01,manual_plan_note,agent_23,email,viewed_status,2026-03-05,10,N
ACT-02386,ACC-10802,12/01/2026,email_sent,agent_32,legacy_db,next_action_unclear,2026-01-15,4,N
ACT-02387,ACC-10803,2026-02-19,call_attempt,agent_16,legacy_db,next_action_unclear,,14,N
ACT-02388,ACC-10803,2026-02-07,spreadsheet_reconcile,agent_42,spreadsheet,awaiting_review,2026-02-13,6,Y
ACT-02389,ACC-10803,14/02/2026,call_attempt,agent_26,email,sent_to_specialist,2026-02-16,12,N
ACT-02390,ACC-10804,2026-02-19,status_check,agent_06,legacy_db,updated_row,2026-02-20,6,Y
ACT-02391,ACC-10804,23/02/2026,call_attempt,agent_18,spreadsheet,left_message,,11,N
ACT-02392,ACC-10804,2026-02-23,email_sent,agent_20,legacy_db,sent_to_specialist,2026-02-26,4,N
ACT-02393,ACC-10804,2026-02-24,email_sent,agent_34,email,no_reply,2026-02-27,5,N
ACT-02394,ACC-10804,2026-02-19,status_check,agent_51,legacy_db,promise_to_pay,2026-02-20,4,N
ACT-02395,ACC-10805,2026-02-19,email_sent,agent_37,legacy_db,awaiting_review,,4,N
ACT-02396,ACC-10805,11/02/2026,spreadsheet_reconcile,agent_09,spreadsheet,viewed_status,2026-02-18,6,Y
ACT-02397,ACC-10805,2026-02-12,call_attempt,agent_17,email,sent_to_specialist,2026-02-13,8,N
ACT-02398,ACC-10806,2026-02-27,status_check,agent_25,phone,left_message,2026-03-02,3,N
ACT-02399,ACC-10806,28/02/2026,call_attempt,agent_58,phone,promise_to_pay,2026-03-03,12,N
ACT-02400,ACC-10806,12/02/2026,call_attempt,agent_47,phone,promise_to_pay,2026-02-17,13,N
ACT-02401,ACC-10806,2026-02-23,call_attempt,agent_51,legacy_db,next_action_unclear,2026-03-02,8,N
ACT-02402,ACC-10806,2026-03-01,escalation,agent_19,email,no_reply,2026-03-08,8,N
ACT-02403,ACC-10807,01/02/2026,spreadsheet_reconcile,agent_41,email,viewed_status,2026-02-07,12,Y
ACT-02404,ACC-10807,04/02/2026,escalation,agent_25,spreadsheet,no_reply,2026-02-07,11,N
ACT-02405,ACC-10807,2026-01-28,email_sent,agent_52,phone,sent_to_specialist,2026-01-31,7,N
ACT-02406,ACC-10807,2026-01-29,email_sent,agent_01,email,sent_to_specialist,2026-02-01,4,N
ACT-02407,ACC-10808,2026-01-21,sms_reminder,agent_38,phone,no_reply,2026-01-23,3,N
ACT-02408,ACC-10808,2026-01-23,spreadsheet_reconcile,agent_48,phone,promise_to_pay,2026-01-23,12,Y
ACT-02409,ACC-10808,2026-01-05,email_sent,agent_12,phone,sent_to_specialist,2026-01-07,5,N
ACT-02410,ACC-10809,2026-01-23,escalation,agent_17,email,next_action_unclear,,7,N
ACT-02411,ACC-10809,2026-01-10,spreadsheet_reconcile,agent_31,phone,updated_row,2026-01-15,12,N
ACT-02412,ACC-10809,14/01/2026,escalation,agent_58,spreadsheet,viewed_status,,8,N
ACT-02413,ACC-10809,2026-01-08,status_check,agent_36,phone,next_action_unclear,2026-01-15,6,Y
ACT-02414,ACC-10810,2026-01-29,manual_plan_note,agent_22,spreadsheet,viewed_status,2026-02-02,6,N
ACT-02415,ACC-10810,2026-01-31,spreadsheet_reconcile,agent_14,email,left_message,2026-02-02,10,Y
ACT-02416,ACC-10810,2026-01-19,status_check,agent_15,spreadsheet,awaiting_review,2026-01-21,4,N
ACT-02417,ACC-10811,08/01/2026,manual_plan_note,agent_06,phone,no_reply,2026-01-09,8,N
ACT-02418,ACC-10811,2026-01-26,spreadsheet_reconcile,agent_39,phone,viewed_status,2026-01-28,7,N
ACT-02419,ACC-10812,2026-02-18,manual_plan_note,agent_49,spreadsheet,no_reply,2026-02-22,6,N
ACT-02420,ACC-10812,2026-02-22,email_sent,agent_51,spreadsheet,next_action_unclear,2026-02-24,6,N
ACT-02421,ACC-10812,2026-03-02,escalation,agent_01,phone,sent_to_specialist,2026-03-04,11,N
ACT-02422,ACC-10812,2026-03-05,sms_reminder,agent_05,email,promise_to_pay,2026-03-05,4,N
ACT-02423,ACC-10812,15/02/2026,email_sent,agent_24,legacy_db,next_action_unclear,2026-02-15,5,N
ACT-02424,ACC-10813,2026-01-31,sms_reminder,agent_35,legacy_db,viewed_status,2026-02-04,2,N
ACT-02425,ACC-10813,2026-02-18,spreadsheet_reconcile,agent_04,phone,promise_to_pay,2026-02-24,6,Y
ACT-02426,ACC-10813,07/02/2026,call_attempt,agent_45,legacy_db,next_action_unclear,2026-02-12,10,N
ACT-02427,ACC-10813,2026-02-10,escalation,agent_10,spreadsheet,updated_row,,9,N
ACT-02428,ACC-10813,2026-02-11,sms_reminder,agent_19,legacy_db,promise_to_pay,2026-02-12,4,N
ACT-02429,ACC-10814,2026-02-15,spreadsheet_reconcile,agent_30,spreadsheet,promise_to_pay,2026-02-21,7,Y
ACT-02430,ACC-10814,2026-03-06,escalation,agent_07,legacy_db,next_action_unclear,2026-03-07,6,N
ACT-02431,ACC-10815,2026-02-16,escalation,agent_07,spreadsheet,next_action_unclear,2026-02-22,11,N
ACT-02432,ACC-10815,2026-03-01,escalation,agent_12,legacy_db,left_message,2026-03-07,8,N
ACT-02433,ACC-10815,2026-02-23,sms_reminder,agent_23,legacy_db,no_reply,2026-02-23,3,N
ACT-02434,ACC-10815,2026-02-12,manual_plan_note,agent_06,phone,awaiting_review,2026-02-19,9,N
ACT-02435,ACC-10815,2026-02-25,manual_plan_note,agent_15,email,awaiting_review,2026-02-25,6,N
ACT-02436,ACC-10816,2026-01-06,sms_reminder,agent_14,legacy_db,awaiting_review,,2,N
ACT-02437,ACC-10816,2026-01-22,call_attempt,agent_07,email,left_message,2026-01-28,11,N
ACT-02438,ACC-10816,2026-01-09,spreadsheet_reconcile,agent_38,legacy_db,next_action_unclear,,12,Y
ACT-02439,ACC-10816,15/01/2026,spreadsheet_reconcile,agent_01,email,next_action_unclear,,12,Y
ACT-02440,ACC-10817,31/01/2026,manual_plan_note,agent_25,email,awaiting_review,2026-02-05,9,N
ACT-02441,ACC-10817,2026-01-22,escalation,agent_49,spreadsheet,awaiting_review,2026-01-22,8,N
ACT-02442,ACC-10817,2026-01-25,spreadsheet_reconcile,agent_19,legacy_db,updated_row,,12,Y
ACT-02443,ACC-10817,2026-01-26,call_attempt,agent_54,legacy_db,left_message,2026-01-27,12,N
ACT-02444,ACC-10817,2026-02-01,escalation,agent_41,legacy_db,awaiting_review,2026-02-08,8,N
ACT-02445,ACC-10818,2026-01-27,escalation,agent_38,phone,sent_to_specialist,2026-01-27,9,N
ACT-02446,ACC-10818,2026-01-24,status_check,agent_27,spreadsheet,no_reply,2026-01-25,3,N
ACT-02447,ACC-10819,11/02/2026,call_attempt,agent_10,phone,awaiting_review,,11,N
ACT-02448,ACC-10819,2026-02-14,email_sent,agent_01,legacy_db,next_action_unclear,2026-02-21,7,N
ACT-02449,ACC-10819,2026-02-09,call_attempt,agent_36,spreadsheet,next_action_unclear,2026-02-14,12,N
ACT-02450,ACC-10819,2026-02-14,email_sent,agent_51,legacy_db,updated_row,2026-02-21,4,N
ACT-02451,ACC-10820,2026-01-29,manual_plan_note,agent_17,spreadsheet,left_message,2026-02-01,8,N
ACT-02452,ACC-10820,18/01/2026,call_attempt,agent_15,phone,left_message,2026-01-23,13,N
ACT-02453,ACC-10820,2026-02-01,sms_reminder,agent_55,email,awaiting_review,2026-02-03,3,N
ACT-02454,ACC-10821,2026-02-15,email_sent,agent_55,legacy_db,viewed_status,2026-02-19,5,N
ACT-02455,ACC-10821,2026-02-25,call_attempt,agent_58,email,updated_row,2026-02-27,12,N
ACT-02456,ACC-10821,2026-02-17,spreadsheet_reconcile,agent_40,legacy_db,viewed_status,2026-02-17,9,Y
ACT-02457,ACC-10821,2026-02-19,sms_reminder,agent_26,legacy_db,promise_to_pay,2026-02-21,3,N
ACT-02458,ACC-10822,15/02/2026,manual_plan_note,agent_47,email,awaiting_review,,5,N
ACT-02459,ACC-10822,2026-02-05,status_check,agent_55,legacy_db,promise_to_pay,2026-02-08,6,Y
ACT-02460,ACC-10822,16/02/2026,spreadsheet_reconcile,agent_36,spreadsheet,viewed_status,2026-02-23,8,Y
ACT-02461,ACC-10822,2026-02-20,spreadsheet_reconcile,agent_54,legacy_db,viewed_status,2026-02-21,8,Y
ACT-02462,ACC-10822,06/02/2026,call_attempt,agent_52,legacy_db,sent_to_specialist,2026-02-13,13,N
ACT-02463,ACC-10823,2026-01-14,email_sent,agent_30,email,left_message,2026-01-21,5,N
ACT-02464,ACC-10824,2026-01-11,sms_reminder,agent_28,email,promise_to_pay,,3,N
ACT-02465,ACC-10824,16/01/2026,manual_plan_note,agent_10,legacy_db,promise_to_pay,,10,N
ACT-02466,ACC-10824,2026-01-19,spreadsheet_reconcile,agent_22,spreadsheet,promise_to_pay,2026-01-26,9,Y
ACT-02467,ACC-10824,26/01/2026,manual_plan_note,agent_29,phone,updated_row,,8,N
ACT-02468,ACC-10824,2026-01-16,manual_plan_note,agent_46,phone,left_message,2026-01-20,9,N
ACT-02469,ACC-10825,2026-01-22,call_attempt,agent_04,email,no_reply,2026-01-25,11,N
ACT-02470,ACC-10825,10/01/2026,sms_reminder,agent_22,legacy_db,promise_to_pay,,4,N
ACT-02471,ACC-10825,16/01/2026,spreadsheet_reconcile,agent_46,legacy_db,awaiting_review,2026-01-16,12,Y
ACT-02472,ACC-10825,2026-01-22,spreadsheet_reconcile,agent_24,legacy_db,updated_row,2026-01-24,10,Y
ACT-02473,ACC-10825,11/01/2026,call_attempt,agent_50,legacy_db,sent_to_specialist,2026-01-15,8,N
ACT-02474,ACC-10826,2026-02-05,escalation,agent_02,phone,left_message,,7,N
ACT-02475,ACC-10826,2026-01-24,call_attempt,agent_27,email,viewed_status,2026-01-25,12,N
ACT-02476,ACC-10826,2026-01-23,sms_reminder,agent_31,phone,sent_to_specialist,2026-01-25,4,N
ACT-02477,ACC-10826,2026-01-25,sms_reminder,agent_14,email,updated_row,2026-02-01,4,N
ACT-02478,ACC-10827,13/01/2026,manual_plan_note,agent_50,phone,no_reply,,10,N
ACT-02479,ACC-10827,2026-01-23,escalation,agent_33,spreadsheet,awaiting_review,2026-01-25,8,N
ACT-02480,ACC-10827,2026-01-25,spreadsheet_reconcile,agent_31,spreadsheet,awaiting_review,,11,Y
ACT-02481,ACC-10827,2026-01-14,email_sent,agent_40,email,awaiting_review,2026-01-16,4,N
ACT-02482,ACC-10828,2026-02-08,sms_reminder,agent_31,phone,left_message,2026-02-14,2,N
ACT-02483,ACC-10828,06/02/2026,call_attempt,agent_56,phone,awaiting_review,2026-02-06,9,N
ACT-02484,ACC-10828,2026-02-07,email_sent,agent_20,legacy_db,promise_to_pay,2026-02-12,7,N
ACT-02485,ACC-10829,20/02/2026,manual_plan_note,agent_39,legacy_db,viewed_status,,7,N
ACT-02486,ACC-10830,14/01/2026,manual_plan_note,agent_42,email,next_action_unclear,2026-01-16,10,N
ACT-02487,ACC-10830,2026-01-28,email_sent,agent_38,legacy_db,promise_to_pay,2026-02-03,5,N
ACT-02488,ACC-10830,2026-01-15,email_sent,agent_21,legacy_db,sent_to_specialist,2026-01-20,4,N
ACT-02489,ACC-10830,2026-01-09,sms_reminder,agent_39,phone,viewed_status,2026-01-13,4,N
ACT-02490,ACC-10831,2026-02-09,sms_reminder,agent_26,phone,next_action_unclear,,3,N
ACT-02491,ACC-10831,2026-02-17,spreadsheet_reconcile,agent_12,spreadsheet,awaiting_review,,12,Y
ACT-02492,ACC-10832,2026-01-18,escalation,agent_04,legacy_db,left_message,2026-01-23,11,N
ACT-02493,ACC-10832,2026-01-21,sms_reminder,agent_17,email,viewed_status,2026-01-26,3,N
ACT-02494,ACC-10832,2026-01-29,sms_reminder,agent_11,spreadsheet,left_message,2026-02-05,3,N
ACT-02495,ACC-10832,21/01/2026,email_sent,agent_44,spreadsheet,viewed_status,,7,N
ACT-02496,ACC-10832,2026-01-25,spreadsheet_reconcile,agent_56,phone,viewed_status,2026-01-28,10,N
ACT-02497,ACC-10833,2026-01-28,escalation,agent_46,spreadsheet,updated_row,,7,N
ACT-02498,ACC-10833,2026-02-03,status_check,agent_05,spreadsheet,viewed_status,2026-02-10,6,Y
ACT-02499,ACC-10833,2026-02-06,escalation,agent_10,legacy_db,left_message,2026-02-08,6,N
ACT-02500,ACC-10833,2026-02-05,status_check,agent_54,legacy_db,viewed_status,2026-02-09,6,Y
ACT-02501,ACC-10834,30/01/2026,call_attempt,agent_50,legacy_db,promise_to_pay,2026-02-04,12,N
ACT-02502,ACC-10834,03/02/2026,sms_reminder,agent_42,legacy_db,updated_row,2026-02-10,4,N
ACT-02503,ACC-10834,2026-02-03,sms_reminder,agent_44,legacy_db,awaiting_review,2026-02-03,3,N
ACT-02504,ACC-10835,2026-02-25,call_attempt,agent_12,email,no_reply,2026-03-04,9,N
ACT-02505,ACC-10835,2026-02-14,status_check,agent_15,legacy_db,next_action_unclear,,3,N
ACT-02506,ACC-10835,13/02/2026,escalation,agent_16,spreadsheet,promise_to_pay,2026-02-20,11,N
ACT-02507,ACC-10836,2026-02-26,escalation,agent_13,legacy_db,updated_row,,9,N
ACT-02508,ACC-10837,2026-01-10,sms_reminder,agent_52,legacy_db,left_message,2026-01-11,3,N
ACT-02509,ACC-10837,2026-01-09,spreadsheet_reconcile,agent_30,spreadsheet,sent_to_specialist,2026-01-16,12,Y
ACT-02510,ACC-10837,2026-01-17,sms_reminder,agent_50,email,awaiting_review,2026-01-22,4,N
ACT-02511,ACC-10837,2026-01-08,escalation,agent_13,phone,awaiting_review,,6,N
ACT-02512,ACC-10838,14/02/2026,escalation,agent_31,spreadsheet,promise_to_pay,2026-02-17,11,N
ACT-02513,ACC-10838,2026-01-31,manual_plan_note,agent_04,legacy_db,left_message,2026-01-31,7,N
ACT-02514,ACC-10838,2026-02-07,email_sent,agent_47,phone,no_reply,2026-02-08,6,N
ACT-02515,ACC-10838,05/02/2026,email_sent,agent_34,legacy_db,next_action_unclear,2026-02-07,6,N
ACT-02516,ACC-10839,19/01/2026,status_check,agent_21,legacy_db,no_reply,2026-01-24,5,Y
ACT-02517,ACC-10839,2026-01-06,email_sent,agent_16,phone,no_reply,,5,N
ACT-02518,ACC-10839,2026-01-19,call_attempt,agent_15,spreadsheet,promise_to_pay,2026-01-23,13,N
ACT-02519,ACC-10839,2026-01-06,status_check,agent_56,spreadsheet,updated_row,2026-01-13,5,Y
ACT-02520,ACC-10839,2026-01-16,email_sent,agent_26,phone,promise_to_pay,,6,N
ACT-02521,ACC-10840,2026-02-19,status_check,agent_57,email,sent_to_specialist,2026-02-23,6,Y
ACT-02522,ACC-10840,2026-02-09,spreadsheet_reconcile,agent_28,legacy_db,updated_row,2026-02-11,7,Y
ACT-02523,ACC-10841,2026-01-24,email_sent,agent_40,legacy_db,sent_to_specialist,2026-01-28,6,N
ACT-02524,ACC-10841,2026-01-20,sms_reminder,agent_36,email,promise_to_pay,2026-01-20,2,N
ACT-02525,ACC-10841,2026-01-20,email_sent,agent_25,legacy_db,promise_to_pay,,5,N
ACT-02526,ACC-10841,22/01/2026,manual_plan_note,agent_14,email,promise_to_pay,2026-01-28,6,N
ACT-02527,ACC-10842,2026-02-19,spreadsheet_reconcile,agent_17,email,sent_to_specialist,2026-02-24,8,Y
ACT-02528,ACC-10842,10/02/2026,email_sent,agent_19,email,next_action_unclear,2026-02-15,5,N
ACT-02529,ACC-10843,2026-02-17,status_check,agent_44,legacy_db,promise_to_pay,2026-02-24,6,Y
ACT-02530,ACC-10844,2026-01-24,call_attempt,agent_33,phone,updated_row,2026-01-31,9,N
ACT-02531,ACC-10844,2026-01-28,status_check,agent_17,email,promise_to_pay,2026-02-02,5,Y
ACT-02532,ACC-10844,2026-01-28,manual_plan_note,agent_25,email,no_reply,2026-01-30,6,N
ACT-02533,ACC-10844,2026-01-22,status_check,agent_31,email,viewed_status,,6,Y
ACT-02534,ACC-10845,2026-01-28,status_check,agent_01,email,no_reply,2026-01-30,6,Y
ACT-02535,ACC-10846,2026-02-06,email_sent,agent_08,spreadsheet,sent_to_specialist,,4,N
ACT-02536,ACC-10846,2026-02-17,email_sent,agent_40,email,next_action_unclear,,5,N
ACT-02537,ACC-10846,2026-02-16,escalation,agent_36,legacy_db,promise_to_pay,2026-02-22,10,N
ACT-02538,ACC-10846,2026-02-07,manual_plan_note,agent_33,phone,sent_to_specialist,2026-02-14,6,N
ACT-02539,ACC-10846,2026-02-24,spreadsheet_reconcile,agent_30,legacy_db,promise_to_pay,2026-03-02,10,Y
ACT-02540,ACC-10847,2026-01-11,status_check,agent_42,spreadsheet,left_message,2026-01-13,4,Y
ACT-02541,ACC-10847,2026-01-15,email_sent,agent_21,spreadsheet,viewed_status,2026-01-22,5,N
ACT-02542,ACC-10847,04/01/2026,status_check,agent_42,phone,no_reply,2026-01-09,6,Y
ACT-02543,ACC-10847,2026-01-08,status_check,agent_36,phone,no_reply,2026-01-08,6,Y
ACT-02544,ACC-10848,2026-01-26,email_sent,agent_21,email,promise_to_pay,2026-02-01,5,N
ACT-02545,ACC-10849,2026-01-21,call_attempt,agent_18,email,promise_to_pay,2026-01-22,11,N
ACT-02546,ACC-10849,2026-01-26,manual_plan_note,agent_56,legacy_db,left_message,2026-02-02,7,N
ACT-02547,ACC-10849,30/01/2026,call_attempt,agent_28,phone,no_reply,2026-02-06,13,N
ACT-02548,ACC-10849,2026-01-29,sms_reminder,agent_26,phone,updated_row,2026-02-05,3,N
ACT-02549,ACC-10849,2026-02-08,spreadsheet_reconcile,agent_47,spreadsheet,next_action_unclear,2026-02-09,9,N
ACT-02550,ACC-10850,11/02/2026,sms_reminder,agent_45,email,promise_to_pay,2026-02-17,2,N
ACT-02551,ACC-10850,2026-02-04,spreadsheet_reconcile,agent_13,email,promise_to_pay,2026-02-07,10,Y
ACT-02552,ACC-10851,2026-01-26,sms_reminder,agent_24,legacy_db,updated_row,2026-01-28,4,N
ACT-02553,ACC-10852,2026-02-06,email_sent,agent_42,spreadsheet,no_reply,2026-02-12,5,N
ACT-02554,ACC-10852,08/02/2026,spreadsheet_reconcile,agent_03,spreadsheet,sent_to_specialist,2026-02-14,11,Y
ACT-02555,ACC-10853,2026-02-23,spreadsheet_reconcile,agent_13,email,no_reply,,11,N
ACT-02556,ACC-10854,27/01/2026,manual_plan_note,agent_05,email,awaiting_review,,7,N
ACT-02557,ACC-10854,2026-02-04,sms_reminder,agent_40,spreadsheet,left_message,2026-02-05,2,N
ACT-02558,ACC-10854,2026-01-30,status_check,agent_49,spreadsheet,left_message,2026-02-03,5,Y
ACT-02559,ACC-10854,2026-01-30,email_sent,agent_15,spreadsheet,no_reply,2026-02-03,7,N
ACT-02560,ACC-10855,2026-02-03,status_check,agent_12,legacy_db,left_message,2026-02-08,5,Y
ACT-02561,ACC-10855,2026-02-04,sms_reminder,agent_06,email,viewed_status,,2,N
