event_id,journey_id,account_id,event_timestamp,event_step,event_status,selected_action,channel_source,risk_band,eligibility_result
EVT-0001800,JRN-000281,ACC-10404,2026-02-11 20:39:35,account_summary_viewed,ok,,manual_url,medium,eligible
EVT-0001801,JRN-000281,ACC-10404,2026-02-11 20:41:00,action_selected,ok,update_details,manual_url,medium,eligible
EVT-0001802,JRN-000281,ACC-10404,2026-02-11 20:43:19,confirmation_shown,ok,,manual_url,medium,eligible
EVT-0001803,JRN-000282,ACC-11365,2026-02-05 16:14:00,portal_landing,ok,,sms_link,low,ineligible
EVT-0001804,JRN-000282,ACC-11365,2026-02-05 16:15:19,identity_verification_started,ok,,sms_link,low,ineligible
EVT-0001805,JRN-000282,ACC-11365,2026-02-05 16:17:11,identity_verification_passed,ok,,sms_link,low,ineligible
EVT-0001806,JRN-000282,ACC-11365,2026-02-05 16:19:56,account_summary_viewed,ok,,sms_link,low,ineligible
EVT-0001807,JRN-000282,ACC-11365,2026-02-05 16:21:11,action_selected,ok,promise_to_pay,sms_link,low,ineligible
EVT-0001808,JRN-000282,ACC-11365,2026-02-05 16:23:43,promise_to_pay_submitted,ok,,sms_link,low,ineligible
EVT-0001809,JRN-000282,ACC-11365,2026-02-05 16:24:12,confirmation_shown,ok,,sms_link,low,ineligible
EVT-0001810,JRN-000283,ACC-11219,2026-02-08 19:42:00,portal_landing,ok,,email_link,low,eligible
EVT-0001811,JRN-000283,ACC-11219,2026-02-08 19:44:42,identity_verification_started,ok,,email_link,low,eligible
EVT-0001812,JRN-000283,ACC-11219,2026-02-08 19:46:14,identity_verification_passed,ok,,email_link,low,eligible
EVT-0001813,JRN-000283,ACC-11219,2026-02-08 19:48:50,account_summary_viewed,ok,,email_link,low,eligible
EVT-0001814,JRN-000283,ACC-11219,2026-02-08 19:49:58,action_selected,ok,payment_plan,email_link,low,eligible
EVT-0001815,JRN-000283,ACC-11219,2026-02-08 19:51:41,plan_eligibility_checked,ok,,email_link,low,eligible
EVT-0001816,JRN-000283,ACC-11219,2026-02-08 19:53:19,plan_option_viewed,ok,,email_link,low,eligible
EVT-0001817,JRN-000283,ACC-11219,2026-02-08 19:54:51,plan_confirmed,ok,,email_link,low,eligible
EVT-0001818,JRN-000283,ACC-11219,2026-02-08 19:57:00,confirmation_shown,ok,,email_link,low,eligible
EVT-0001819,JRN-000284,ACC-10577,2026-03-02 08:45:00,portal_landing,ok,,manual_url,low,ineligible
EVT-0001820,JRN-000284,ACC-10577,2026-03-02 08:45:28,identity_verification_started,ok,,manual_url,low,ineligible
EVT-0001821,JRN-000284,ACC-10577,2026-03-02 08:48:13,identity_verification_passed,ok,,manual_url,low,ineligible
EVT-0001822,JRN-000284,ACC-10577,2026-03-02 08:50:51,account_summary_viewed,ok,,manual_url,low,ineligible
EVT-0001823,JRN-000284,ACC-10577,2026-03-02 08:51:02,action_selected,ok,promise_to_pay,manual_url,low,ineligible
EVT-0001824,JRN-000284,ACC-10577,2026-03-02 08:53:09,promise_to_pay_submitted,ok,,manual_url,low,ineligible
EVT-0001825,JRN-000284,ACC-10577,2026-03-02 08:54:06,confirmation_shown,ok,,manual_url,low,ineligible
EVT-0001826,JRN-000285,ACC-12280,2026-02-05 23:14:00,portal_landing,ok,,email_link,low,eligible
EVT-0001827,JRN-000285,ACC-12280,2026-02-05 23:15:01,identity_verification_started,ok,,email_link,low,eligible
EVT-0001828,JRN-000285,ACC-12280,2026-02-05 23:15:57,identity_verification_passed,ok,,email_link,low,eligible
EVT-0001829,JRN-000285,ACC-12280,2026-02-05 23:17:03,account_summary_viewed,ok,,email_link,low,eligible
EVT-0001830,JRN-000285,ACC-12280,2026-02-05 23:18:11,action_selected,ok,promise_to_pay,email_link,low,eligible
EVT-0001831,JRN-000285,ACC-12280,2026-02-05 23:19:54,promise_to_pay_submitted,ok,,email_link,low,eligible
EVT-0001832,JRN-000285,ACC-12280,2026-02-05 23:20:10,confirmation_shown,ok,,email_link,low,eligible
EVT-0001833,JRN-000286,ACC-10039,2026-03-04 15:35:00,portal_landing,ok,,manual_url,medium,eligible
EVT-0001834,JRN-000286,ACC-10039,2026-03-04 15:37:07,identity_verification_started,ok,,manual_url,medium,eligible
EVT-0001835,JRN-000286,ACC-10039,2026-03-04 15:38:25,identity_verification_passed,ok,,manual_url,medium,eligible
EVT-0001836,JRN-000286,ACC-10039,2026-03-04 15:40:12,account_summary_viewed,ok,,manual_url,medium,eligible
EVT-0001837,JRN-000286,ACC-10039,2026-03-04 15:42:55,action_selected,ok,promise_to_pay,manual_url,medium,eligible
EVT-0001838,JRN-000286,ACC-10039,2026-03-04 15:45:05,promise_to_pay_submitted,ok,,manual_url,medium,eligible
EVT-0001839,JRN-000286,ACC-10039,2026-03-04 15:45:40,confirmation_shown,ok,,manual_url,medium,eligible
EVT-0001840,JRN-000287,ACC-11547,2026-03-04 19:51:00,portal_landing,ok,,email_link,low,ineligible
EVT-0001841,JRN-000287,ACC-11547,2026-03-04 19:53:52,identity_verification_started,ok,,email_link,low,ineligible
EVT-0001842,JRN-000287,ACC-11547,2026-03-04 19:54:23,identity_verification_passed,ok,,email_link,low,ineligible
EVT-0001843,JRN-000287,ACC-11547,2026-03-04 19:54:59,account_summary_viewed,ok,,email_link,low,ineligible
EVT-0001844,JRN-000287,ACC-11547,2026-03-04 19:57:38,action_selected,ok,support,email_link,low,ineligible
EVT-0001845,JRN-000287,ACC-11547,2026-03-04 19:59:51,routed_to_agent,routed,,email_link,low,ineligible
EVT-0001846,JRN-000288,ACC-12442,2026-03-03 07:19:00,portal_landing,ok,,sms_link,medium,eligible
EVT-0001847,JRN-000288,ACC-12442,2026-03-03 07:20:20,identity_verification_started,ok,,sms_link,medium,eligible
EVT-0001848,JRN-000288,ACC-12442,2026-03-03 07:21:10,identity_verification_passed,ok,,sms_link,medium,eligible
EVT-0001849,JRN-000288,ACC-12442,2026-03-03 07:21:58,account_summary_viewed,ok,,sms_link,medium,eligible
EVT-0001850,JRN-000288,ACC-12442,2026-03-03 07:24:57,action_selected,ok,update_details,sms_link,medium,eligible
EVT-0001851,JRN-000288,ACC-12442,2026-03-03 07:25:26,confirmation_shown,ok,,sms_link,medium,eligible
EVT-0001852,JRN-000289,ACC-11419,2026-02-21 07:36:00,portal_landing,ok,,email_link,low,eligible
EVT-0001853,JRN-000289,ACC-11419,2026-02-21 07:38:40,identity_verification_started,ok,,email_link,low,eligible
EVT-0001854,JRN-000289,ACC-11419,2026-02-21 07:41:09,identity_verification_passed,ok,,email_link,low,eligible
EVT-0001855,JRN-000289,ACC-11419,2026-02-21 07:43:02,account_summary_viewed,ok,,email_link,low,eligible
EVT-0001856,JRN-000289,ACC-11419,2026-02-21 07:45:03,action_selected,ok,payment_plan,email_link,low,eligible
EVT-0001857,JRN-000289,ACC-11419,2026-02-21 07:46:20,plan_eligibility_checked,ok,,email_link,low,eligible
EVT-0001858,JRN-000289,ACC-11419,2026-02-21 07:47:49,plan_option_viewed,ok,,email_link,low,eligible
EVT-0001859,JRN-000289,ACC-11419,2026-02-21 07:48:15,plan_confirmed,ok,,email_link,low,eligible
EVT-0001860,JRN-000289,ACC-11419,2026-02-21 07:48:31,confirmation_shown,ok,,email_link,low,eligible
EVT-0001861,JRN-000290,ACC-10176,2026-02-14 03:18:00,portal_landing,ok,,manual_url,medium,ineligible
EVT-0001862,JRN-000290,ACC-10176,2026-02-14 03:19:35,identity_verification_started,ok,,manual_url,medium,ineligible
EVT-0001863,JRN-000290,ACC-10176,2026-02-14 03:21:34,identity_verification_passed,ok,,manual_url,medium,ineligible
EVT-0001864,JRN-000290,ACC-10176,2026-02-14 03:23:36,account_summary_viewed,ok,,manual_url,medium,ineligible
EVT-0001865,JRN-000290,ACC-10176,2026-02-14 03:25:35,action_selected,ok,payment_plan,manual_url,medium,ineligible
EVT-0001866,JRN-000290,ACC-10176,2026-02-14 03:28:12,plan_eligibility_checked,ok,,manual_url,medium,ineligible
EVT-0001867,JRN-000290,ACC-10176,2026-02-14 03:29:48,routed_to_agent,routed,,manual_url,medium,ineligible
EVT-0001868,JRN-000291,ACC-12050,2026-02-14 07:18:00,portal_landing,ok,,sms_link,low,ineligible
EVT-0001869,JRN-000291,ACC-12050,2026-02-14 07:18:43,identity_verification_started,ok,,sms_link,low,ineligible
EVT-0001870,JRN-000291,ACC-12050,2026-02-14 07:19:41,identity_verification_failed,failed,,sms_link,low,ineligible
EVT-0001871,JRN-000291,ACC-12050,2026-02-14 07:22:35,routed_to_agent,routed,,sms_link,low,ineligible
EVT-0001872,JRN-000292,ACC-11927,2026-02-11 05:07:00,portal_landing,ok,,email_link,high,ineligible
EVT-0001873,JRN-000292,ACC-11927,2026-02-11 05:09:06,identity_verification_started,ok,,email_link,high,ineligible
EVT-0001874,JRN-000292,ACC-11927,2026-02-11 05:11:14,identity_verification_passed,ok,,email_link,high,ineligible
EVT-0001875,JRN-000292,ACC-11927,2026-02-11 05:12:31,account_summary_viewed,ok,,email_link,high,ineligible
EVT-0001876,JRN-000292,ACC-11927,2026-02-11 05:13:42,action_selected,ok,promise_to_pay,email_link,high,ineligible
EVT-0001877,JRN-000292,ACC-11927,2026-02-11 05:16:34,promise_to_pay_submitted,ok,,email_link,high,ineligible
EVT-0001878,JRN-000292,ACC-11927,2026-02-11 05:17:39,confirmation_shown,ok,,email_link,high,ineligible
EVT-0001879,JRN-000293,ACC-10190,2026-02-24 00:30:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001880,JRN-000293,ACC-10190,2026-02-24 00:30:43,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001881,JRN-000293,ACC-10190,2026-02-24 00:30:59,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0001882,JRN-000293,ACC-10190,2026-02-24 00:33:02,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0001883,JRN-000293,ACC-10190,2026-02-24 00:33:38,action_selected,ok,promise_to_pay,manual_url,low,eligible
EVT-0001884,JRN-000293,ACC-10190,2026-02-24 00:34:20,promise_to_pay_submitted,ok,,manual_url,low,eligible
EVT-0001885,JRN-000293,ACC-10190,2026-02-24 00:36:35,confirmation_shown,ok,,manual_url,low,eligible
EVT-0001886,JRN-000294,ACC-10264,2026-02-28 20:03:00,portal_landing,ok,,sms_link,medium,eligible
EVT-0001887,JRN-000294,ACC-10264,2026-02-28 20:05:52,identity_verification_started,ok,,sms_link,medium,eligible
EVT-0001888,JRN-000294,ACC-10264,2026-02-28 20:06:57,identity_verification_passed,ok,,sms_link,medium,eligible
EVT-0001889,JRN-000294,ACC-10264,2026-02-28 20:07:29,account_summary_viewed,ok,,sms_link,medium,eligible
EVT-0001890,JRN-000294,ACC-10264,2026-02-28 20:09:01,action_selected,ok,support,sms_link,medium,eligible
EVT-0001891,JRN-000294,ACC-10264,2026-02-28 20:09:30,routed_to_agent,routed,,sms_link,medium,eligible
EVT-0001892,JRN-000295,ACC-11075,2026-02-13 02:19:00,portal_landing,ok,,manual_url,high,ineligible
EVT-0001893,JRN-000295,ACC-11075,2026-02-13 02:19:17,identity_verification_started,ok,,manual_url,high,ineligible
EVT-0001894,JRN-000295,ACC-11075,2026-02-13 02:20:31,identity_verification_passed,ok,,manual_url,high,ineligible
EVT-0001895,JRN-000295,ACC-11075,2026-02-13 02:20:45,account_summary_viewed,ok,,manual_url,high,ineligible
EVT-0001896,JRN-000295,ACC-11075,2026-02-13 02:22:19,action_selected,ok,update_details,manual_url,high,ineligible
EVT-0001897,JRN-000295,ACC-11075,2026-02-13 02:24:09,confirmation_shown,ok,,manual_url,high,ineligible
EVT-0001898,JRN-000296,ACC-12311,2026-02-17 18:15:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001899,JRN-000296,ACC-12311,2026-02-17 18:15:23,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001900,JRN-000296,ACC-12311,2026-02-17 18:16:50,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0001901,JRN-000296,ACC-12311,2026-02-17 18:18:34,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0001902,JRN-000296,ACC-12311,2026-02-17 18:21:27,action_selected,ok,support,manual_url,low,eligible
EVT-0001903,JRN-000296,ACC-12311,2026-02-17 18:22:12,routed_to_agent,routed,,manual_url,low,eligible
EVT-0001904,JRN-000297,ACC-10503,2026-03-01 19:32:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001905,JRN-000297,ACC-10503,2026-03-01 19:33:30,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001906,JRN-000297,ACC-10503,2026-03-01 19:35:16,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0001907,JRN-000297,ACC-10503,2026-03-01 19:35:33,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0001908,JRN-000297,ACC-10503,2026-03-01 19:35:46,action_selected,ok,payment_plan,manual_url,low,eligible
EVT-0001909,JRN-000297,ACC-10503,2026-03-01 19:37:36,plan_eligibility_checked,ok,,manual_url,low,eligible
EVT-0001910,JRN-000297,ACC-10503,2026-03-01 19:40:27,plan_option_viewed,ok,,manual_url,low,eligible
EVT-0001911,JRN-000297,ACC-10503,2026-03-01 19:41:18,plan_confirmed,ok,,manual_url,low,eligible
EVT-0001912,JRN-000297,ACC-10503,2026-03-01 19:42:53,confirmation_shown,ok,,manual_url,low,eligible
EVT-0001913,JRN-000298,ACC-10594,2026-02-20 03:28:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001914,JRN-000298,ACC-10594,2026-02-20 03:28:22,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001915,JRN-000298,ACC-10594,2026-02-20 03:30:00,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0001916,JRN-000298,ACC-10594,2026-02-20 03:31:35,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0001917,JRN-000298,ACC-10594,2026-02-20 03:34:06,action_selected,ok,payment_plan,manual_url,low,eligible
EVT-0001918,JRN-000298,ACC-10594,2026-02-20 03:34:39,plan_eligibility_checked,ok,,manual_url,low,eligible
EVT-0001919,JRN-000298,ACC-10594,2026-02-20 03:35:04,plan_option_viewed,ok,,manual_url,low,eligible
EVT-0001920,JRN-000298,ACC-10594,2026-02-20 03:36:43,plan_confirmed,ok,,manual_url,low,eligible
EVT-0001921,JRN-000298,ACC-10594,2026-02-20 03:39:32,confirmation_shown,ok,,manual_url,low,eligible
EVT-0001922,JRN-000299,ACC-11813,2026-02-05 18:10:00,portal_landing,ok,,sms_link,low,eligible
EVT-0001923,JRN-000299,ACC-11813,2026-02-05 18:12:00,identity_verification_started,ok,,sms_link,low,eligible
EVT-0001924,JRN-000299,ACC-11813,2026-02-05 18:14:09,identity_verification_passed,ok,,sms_link,low,eligible
EVT-0001925,JRN-000299,ACC-11813,2026-02-05 18:15:25,account_summary_viewed,ok,,sms_link,low,eligible
EVT-0001926,JRN-000299,ACC-11813,2026-02-05 18:17:07,action_selected,ok,payment_plan,sms_link,low,eligible
EVT-0001927,JRN-000299,ACC-11813,2026-02-05 18:18:33,plan_eligibility_checked,ok,,sms_link,low,eligible
EVT-0001928,JRN-000299,ACC-11813,2026-02-05 18:21:33,plan_option_viewed,ok,,sms_link,low,eligible
EVT-0001929,JRN-000299,ACC-11813,2026-02-05 18:22:54,plan_confirmed,ok,,sms_link,low,eligible
EVT-0001930,JRN-000299,ACC-11813,2026-02-05 18:24:09,confirmation_shown,ok,,sms_link,low,eligible
EVT-0001931,JRN-000300,ACC-12259,2026-02-03 21:00:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0001932,JRN-000300,ACC-12259,2026-02-03 21:01:12,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0001933,JRN-000300,ACC-12259,2026-02-03 21:01:44,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0001934,JRN-000300,ACC-12259,2026-02-03 21:02:03,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0001935,JRN-000300,ACC-12259,2026-02-03 21:04:11,action_selected,ok,update_details,sms_link,high,ineligible
EVT-0001936,JRN-000300,ACC-12259,2026-02-03 21:07:05,confirmation_shown,ok,,sms_link,high,ineligible
EVT-0001937,JRN-000301,ACC-11791,2026-03-04 10:57:00,portal_landing,ok,,manual_url,low,ineligible
EVT-0001938,JRN-000301,ACC-11791,2026-03-04 10:59:31,identity_verification_started,ok,,manual_url,low,ineligible
EVT-0001939,JRN-000301,ACC-11791,2026-03-04 11:00:45,identity_verification_passed,ok,,manual_url,low,ineligible
EVT-0001940,JRN-000301,ACC-11791,2026-03-04 11:02:08,account_summary_viewed,ok,,manual_url,low,ineligible
EVT-0001941,JRN-000301,ACC-11791,2026-03-04 11:02:55,action_selected,ok,update_details,manual_url,low,ineligible
EVT-0001942,JRN-000301,ACC-11791,2026-03-04 11:03:15,confirmation_shown,ok,,manual_url,low,ineligible
EVT-0001943,JRN-000302,ACC-11896,2026-03-01 10:36:00,portal_landing,ok,,manual_url,medium,ineligible
EVT-0001944,JRN-000302,ACC-11896,2026-03-01 10:37:43,identity_verification_started,ok,,manual_url,medium,ineligible
EVT-0001945,JRN-000302,ACC-11896,2026-03-01 10:39:46,identity_verification_passed,ok,,manual_url,medium,ineligible
EVT-0001946,JRN-000302,ACC-11896,2026-03-01 10:41:07,account_summary_viewed,ok,,manual_url,medium,ineligible
EVT-0001947,JRN-000302,ACC-11896,2026-03-01 10:41:23,action_selected,ok,payment_plan,manual_url,medium,ineligible
EVT-0001948,JRN-000302,ACC-11896,2026-03-01 10:44:11,plan_eligibility_checked,ok,,manual_url,medium,ineligible
EVT-0001949,JRN-000302,ACC-11896,2026-03-01 10:45:31,routed_to_agent,routed,,manual_url,medium,ineligible
EVT-0001950,JRN-000303,ACC-10895,2026-02-12 09:34:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001951,JRN-000303,ACC-10895,2026-02-12 09:36:08,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001952,JRN-000303,ACC-10895,2026-02-12 09:37:45,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0001953,JRN-000303,ACC-10895,2026-02-12 09:40:15,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0001954,JRN-000303,ACC-10895,2026-02-12 09:42:14,action_selected,ok,update_details,manual_url,low,eligible
EVT-0001955,JRN-000303,ACC-10895,2026-02-12 09:42:31,confirmation_shown,ok,,manual_url,low,eligible
EVT-0001956,JRN-000304,ACC-10285,2026-02-08 01:00:00,portal_landing,ok,,sms_link,low,eligible
EVT-0001957,JRN-000304,ACC-10285,2026-02-08 01:00:45,identity_verification_started,ok,,sms_link,low,eligible
EVT-0001958,JRN-000304,ACC-10285,2026-02-08 01:03:20,identity_verification_passed,ok,,sms_link,low,eligible
EVT-0001959,JRN-000304,ACC-10285,2026-02-08 01:04:27,account_summary_viewed,ok,,sms_link,low,eligible
EVT-0001960,JRN-000304,ACC-10285,2026-02-08 01:05:57,action_selected,ok,payment_plan,sms_link,low,eligible
EVT-0001961,JRN-000304,ACC-10285,2026-02-08 01:08:17,plan_eligibility_checked,ok,,sms_link,low,eligible
EVT-0001962,JRN-000304,ACC-10285,2026-02-08 01:10:38,plan_option_viewed,ok,,sms_link,low,eligible
EVT-0001963,JRN-000304,ACC-10285,2026-02-08 01:11:34,plan_confirmed,ok,,sms_link,low,eligible
EVT-0001964,JRN-000304,ACC-10285,2026-02-08 01:12:52,confirmation_shown,ok,,sms_link,low,eligible
EVT-0001965,JRN-000305,ACC-10618,2026-03-06 00:56:00,portal_landing,ok,,manual_url,high,ineligible
EVT-0001966,JRN-000305,ACC-10618,2026-03-06 00:58:51,identity_verification_started,ok,,manual_url,high,ineligible
EVT-0001967,JRN-000305,ACC-10618,2026-03-06 01:01:51,identity_verification_passed,ok,,manual_url,high,ineligible
EVT-0001968,JRN-000305,ACC-10618,2026-03-06 01:03:56,account_summary_viewed,ok,,manual_url,high,ineligible
EVT-0001969,JRN-000305,ACC-10618,2026-03-06 01:05:35,action_selected,ok,update_details,manual_url,high,ineligible
EVT-0001970,JRN-000305,ACC-10618,2026-03-06 01:07:56,journey_abandoned,abandoned,,manual_url,high,ineligible
EVT-0001971,JRN-000306,ACC-12132,2026-02-21 15:53:00,portal_landing,ok,,email_link,medium,ineligible
EVT-0001972,JRN-000306,ACC-12132,2026-02-21 15:53:11,identity_verification_started,ok,,email_link,medium,ineligible
EVT-0001973,JRN-000306,ACC-12132,2026-02-21 15:55:14,identity_verification_failed,failed,,email_link,medium,ineligible
EVT-0001974,JRN-000306,ACC-12132,2026-02-21 15:55:46,routed_to_agent,routed,,email_link,medium,ineligible
EVT-0001975,JRN-000307,ACC-10240,2026-02-05 21:21:00,portal_landing,ok,,email_link,low,ineligible
EVT-0001976,JRN-000307,ACC-10240,2026-02-05 21:23:41,identity_verification_started,ok,,email_link,low,ineligible
EVT-0001977,JRN-000307,ACC-10240,2026-02-05 21:23:58,identity_verification_passed,ok,,email_link,low,ineligible
EVT-0001978,JRN-000307,ACC-10240,2026-02-05 21:26:14,account_summary_viewed,ok,,email_link,low,ineligible
EVT-0001979,JRN-000307,ACC-10240,2026-02-05 21:27:46,action_selected,ok,promise_to_pay,email_link,low,ineligible
EVT-0001980,JRN-000307,ACC-10240,2026-02-05 21:29:09,promise_to_pay_submitted,ok,,email_link,low,ineligible
EVT-0001981,JRN-000307,ACC-10240,2026-02-05 21:31:23,confirmation_shown,ok,,email_link,low,ineligible
EVT-0001982,JRN-000308,ACC-11081,2026-03-11 01:17:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001983,JRN-000308,ACC-11081,2026-03-11 01:18:15,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001984,JRN-000308,ACC-11081,2026-03-11 01:20:41,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0001985,JRN-000308,ACC-11081,2026-03-11 01:23:25,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0001986,JRN-000308,ACC-11081,2026-03-11 01:25:55,action_selected,ok,update_details,manual_url,low,eligible
EVT-0001987,JRN-000308,ACC-11081,2026-03-11 01:26:25,journey_abandoned,abandoned,,manual_url,low,eligible
EVT-0001988,JRN-000309,ACC-12005,2026-02-12 18:03:00,portal_landing,ok,,manual_url,low,eligible
EVT-0001989,JRN-000309,ACC-12005,2026-02-12 18:04:23,identity_verification_started,ok,,manual_url,low,eligible
EVT-0001990,JRN-000309,ACC-12005,2026-02-12 18:04:33,identity_verification_failed,failed,,manual_url,low,eligible
EVT-0001991,JRN-000309,ACC-12005,2026-02-12 18:07:15,routed_to_agent,routed,,manual_url,low,eligible
EVT-0001991,JRN-000309,ACC-12005,2026-02-12 18:07:15,routed_to_agent,routed,,manual_url,low,eligible
EVT-0001992,JRN-000310,ACC-11912,2026-02-24 03:32:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0001993,JRN-000310,ACC-11912,2026-02-24 03:32:46,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0001994,JRN-000310,ACC-11912,2026-02-24 03:35:16,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0001995,JRN-000310,ACC-11912,2026-02-24 03:38:15,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0001996,JRN-000310,ACC-11912,2026-02-24 03:39:30,action_selected,ok,support,sms_link,high,ineligible
EVT-0001997,JRN-000310,ACC-11912,2026-02-24 03:40:30,routed_to_agent,routed,,sms_link,high,ineligible
EVT-0001998,JRN-000311,ACC-12108,2026-02-03 13:41:00,portal_landing,ok,,email_link,high,ineligible
EVT-0001999,JRN-000311,ACC-12108,2026-02-03 13:41:39,identity_verification_started,ok,,email_link,high,ineligible
EVT-0002000,JRN-000311,ACC-12108,2026-02-03 13:42:46,identity_verification_passed,ok,,email_link,high,ineligible
EVT-0002001,JRN-000311,ACC-12108,2026-02-03 13:43:31,account_summary_viewed,ok,,email_link,high,ineligible
EVT-0002002,JRN-000311,ACC-12108,2026-02-03 13:46:21,action_selected,ok,support,email_link,high,ineligible
EVT-0002003,JRN-000311,ACC-12108,2026-02-03 13:47:22,routed_to_agent,routed,,email_link,high,ineligible
EVT-0002004,JRN-000312,ACC-10571,2026-02-06 01:48:00,portal_landing,ok,,manual_url,low,ineligible
EVT-0002005,JRN-000312,ACC-10571,2026-02-06 01:49:04,identity_verification_started,ok,,manual_url,low,ineligible
EVT-0002006,JRN-000312,ACC-10571,2026-02-06 01:51:59,identity_verification_passed,ok,,manual_url,low,ineligible
EVT-0002007,JRN-000312,ACC-10571,2026-02-06 01:52:26,account_summary_viewed,ok,,manual_url,low,ineligible
EVT-0002008,JRN-000312,ACC-10571,2026-02-06 01:52:51,action_selected,ok,support,manual_url,low,ineligible
EVT-0002009,JRN-000312,ACC-10571,2026-02-06 01:55:05,routed_to_agent,routed,,manual_url,low,ineligible
EVT-0002010,JRN-000313,ACC-10580,2026-02-01 02:33:00,portal_landing,ok,,sms_link,medium,ineligible
EVT-0002011,JRN-000313,ACC-10580,2026-02-01 02:33:41,identity_verification_started,ok,,sms_link,medium,ineligible
EVT-0002012,JRN-000313,ACC-10580,2026-02-01 02:35:28,identity_verification_passed,ok,,sms_link,medium,ineligible
EVT-0002013,JRN-000313,ACC-10580,2026-02-01 02:36:34,account_summary_viewed,ok,,sms_link,medium,ineligible
EVT-0002014,JRN-000313,ACC-10580,2026-02-01 02:39:27,action_selected,ok,support,sms_link,medium,ineligible
EVT-0002015,JRN-000313,ACC-10580,2026-02-01 02:41:54,routed_to_agent,routed,,sms_link,medium,ineligible
EVT-0002016,JRN-000314,ACC-11986,2026-03-06 03:10:00,portal_landing,ok,,manual_url,medium,eligible
EVT-0002017,JRN-000314,ACC-11986,2026-03-06 03:11:17,identity_verification_started,ok,,manual_url,medium,eligible
EVT-0002018,JRN-000314,ACC-11986,2026-03-06 03:12:42,identity_verification_failed,failed,,manual_url,medium,eligible
EVT-0002019,JRN-000314,ACC-11986,2026-03-06 03:15:30,routed_to_agent,routed,,manual_url,medium,eligible
EVT-0002020,JRN-000315,ACC-11093,2026-02-22 00:36:00,portal_landing,ok,,manual_url,low,ineligible
EVT-0002021,JRN-000315,ACC-11093,2026-02-22 00:36:40,identity_verification_started,ok,,manual_url,low,ineligible
EVT-0002022,JRN-000315,ACC-11093,2026-02-22 00:39:35,identity_verification_passed,ok,,manual_url,low,ineligible
EVT-0002023,JRN-000315,ACC-11093,2026-02-22 00:41:59,account_summary_viewed,ok,,manual_url,low,ineligible
EVT-0002024,JRN-000315,ACC-11093,2026-02-22 00:43:13,action_selected,ok,promise_to_pay,manual_url,low,ineligible
EVT-0002025,JRN-000315,ACC-11093,2026-02-22 00:43:26,promise_to_pay_submitted,ok,,manual_url,low,ineligible
EVT-0002026,JRN-000315,ACC-11093,2026-02-22 00:43:37,confirmation_shown,ok,,manual_url,low,ineligible
EVT-0002027,JRN-000316,ACC-11930,2026-03-01 23:49:00,portal_landing,ok,,email_link,medium,eligible
EVT-0002028,JRN-000316,ACC-11930,2026-03-01 23:50:48,identity_verification_started,ok,,email_link,medium,eligible
EVT-0002029,JRN-000316,ACC-11930,2026-03-01 23:52:23,identity_verification_passed,ok,,email_link,medium,eligible
EVT-0002030,JRN-000316,ACC-11930,2026-03-01 23:54:41,account_summary_viewed,ok,,email_link,medium,eligible
EVT-0002031,JRN-000316,ACC-11930,2026-03-01 23:55:44,action_selected,ok,support,email_link,medium,eligible
EVT-0002032,JRN-000316,ACC-11930,2026-03-01 23:56:11,routed_to_agent,routed,,email_link,medium,eligible
EVT-0002033,JRN-000317,ACC-11952,2026-02-24 03:07:00,portal_landing,ok,,manual_url,medium,eligible
EVT-0002034,JRN-000317,ACC-11952,2026-02-24 03:07:29,identity_verification_started,ok,,manual_url,medium,eligible
EVT-0002035,JRN-000317,ACC-11952,2026-02-24 03:10:12,identity_verification_passed,ok,,manual_url,medium,eligible
